City,State,Country,Latitude,Longitude,Timezone,Timestamp (OpenWeatherMap),Sunrise,Sunset,Temperature,Feels Like (Day),Feels Like (Night),Pressure,Humidity,Dew Point,UV Index,Cloud Cover,Visibility,Wind Speed,Wind Direction,Wind Gust,Weather Description,Max Temperature,Min Temperature,AQI,PM2.5,PM10,O3,CO
Legship,Sikkim,India,27.2804,88.2752,19800,2024-09-20 08:52:35,23:50,12:01,18.3,18.3,18.3,765.0,91,16.7,2,97,4,0.8,257,N/A,Drizzle,26.2,20.5,2,7.09,7.66,69.38,280.38
Lachen,Sikkim,India,47.1915,8.8562,7200,2024-09-20 08:52:35,05:10,17:25,16.1,16.2,16.2,950.0,71,10.9,3,0,16,1.5,221,N/A,Clear sky,20.1,9.3,1,5.47,7.39,21.64,293.73
Lachung,Sikkim,India,27.7029,88.7493,19800,2024-09-20 08:52:35,23:50,12:01,10.4,10.4,10.4,632.0,87,8.2,3,83,8,3.7,165,N/A,Broken clouds,17.5,13.7,1,3.04,4.58,54.36,206.95
Chennai,Tamil Nadu,India,13.0878,80.2785,19800,2024-09-20 08:51:12,00:28,12:36,35.6,40.9,40.9,998.0,47,22.9,10,0,16,1.5,275,N/A,Clear sky,35.9,27.3,3,33.73,41.54,124.45,373.84
Coimbatore,Tamil Nadu,India,11.0,76.9667,19800,2024-09-20 08:51:03,00:40,12:49,33.0,37.9,37.9,964.5,55,22.8,11,0,16,6.2,210,N/A,Clear sky,32.7,22.6,2,7.63,9.78,82.25,257.02
Madurai,Tamil Nadu,India,9.9333,78.1167,19800,2024-09-20 08:52:36,00:36,12:45,37.0,38.4,38.4,990.6,32,17.7,10,0,16,3.1,290,N/A,Clear sky,37.6,27.0,2,3.14,4.79,97.28,220.3
Tiruchirappalli,Tamil Nadu,India,10.8167,78.6833,19800,2024-09-20 08:52:36,00:34,12:42,38.0,41.3,41.3,994.7,35,19.9,10,0,16,5.1,310,N/A,Clear sky,36.3,26.0,3,11.2,13.64,103.0,240.33
Salem,Tamil Nadu,India,11.65,78.1667,19800,2024-09-20 08:52:12,00:36,12:44,36.1,40.1,40.1,975.0,42,20.9,10,0,16,1.1,307,N/A,Clear sky,32.5,22.5,2,3.59,4.82,80.11,210.29
Tirunelveli,Tamil Nadu,India,8.7333,77.7,19800,2024-09-20 08:52:37,00:40,12:48,35.2,35.3,35.3,986.0,32,16.1,7,51,16,4.8,279,N/A,Scattered clouds,37.5,25.7,2,1.44,2.13,77.25,220.3
Vellore,Tamil Nadu,India,12.9333,79.1333,19800,2024-09-20 08:52:37,00:30,12:39,35.7,35.4,35.4,964.0,29,14.8,10,0,16,1.4,317,N/A,Clear sky,35.5,26.3,2,4.1,4.76,79.39,223.64
Erode,Tamil Nadu,India,11.35,77.7333,19800,2024-09-20 08:52:37,00:38,12:46,35.2,35.6,35.6,972.0,33,16.4,10,0,16,4.1,235,N/A,Clear sky,36.6,25.0,3,9.71,11.82,108.72,233.65
Thoothukudi,Tamil Nadu,India,8.8054,78.1453,19800,2024-09-20 08:52:38,00:36,12:45,36.7,36.7,36.7,998.0,28,15.3,4,84,16,7.5,295,N/A,Broken clouds,37.7,25.8,2,0.98,1.93,82.97,196.93
Thanjavur,Tamil Nadu,India,10.8,79.15,19800,2024-09-20 08:52:36,00:32,12:40,37.2,38.8,38.8,995.0,32,17.9,10,0,16,4.8,278,N/A,Clear sky,36.6,25.8,3,10.44,13.04,104.43,247.0
Nagercoil,Tamil Nadu,India,8.1667,77.4333,19800,2024-09-20 08:52:38,00:40,12:48,33.3,37.0,37.0,998.0,50,21.9,11,0,16,6.5,280,N/A,Clear sky,33.0,26.0,1,2.07,3.4,39.7,223.64
Dindigul,Tamil Nadu,India,10.35,77.95,19800,2024-09-20 08:52:39,00:36,12:45,34.4,33.6,33.6,958.0,29,13.8,4,87,16,7.1,320,N/A,Broken clouds,34.0,22.5,2,2.54,4.73,78.68,198.6
Cuddalore,Tamil Nadu,India,11.75,79.75,19800,2024-09-20 08:52:39,00:32,12:41,36.7,38.4,38.4,997.0,34,18.1,10,0,16,2.9,220,N/A,Clear sky,34.1,28.0,3,9.97,12.12,103.0,263.69
Kanchipuram,Tamil Nadu,India,12.8333,79.7167,19800,2024-09-20 08:52:39,00:28,12:37,37.0,37.4,37.4,989.0,29,16.0,10,0,16,3.2,344,N/A,Clear sky,36.9,27.2,2,5.55,6.4,91.55,230.31
Tiruvannamalai,Tamil Nadu,India,12.2167,79.0667,19800,2024-09-20 08:52:40,00:36,12:44,35.6,35.9,35.9,963.0,32,16.2,10,0,16,3.0,280,N/A,Clear sky,36.8,26.4,2,8.4,9.36,92.98,243.66
Karur,Tamil Nadu,India,10.95,78.0833,19800,2024-09-20 08:52:40,00:36,12:44,35.5,36.0,36.0,980.0,33,16.5,10,0,16,6.9,249,N/A,Clear sky,36.4,25.9,2,6.26,7.83,97.28,223.64
Namakkal,Tamil Nadu,India,11.2213,78.1652,19800,2024-09-20 08:52:40,00:36,12:44,35.2,36.4,36.4,983.0,36,17.7,10,0,16,2.4,313,N/A,Clear sky,36.3,25.0,3,17.75,21.67,111.58,297.07
Pudukkottai,Tamil Nadu,India,10.3833,78.8167,19800,2024-09-20 08:52:41,00:34,12:42,35.1,35.2,35.2,985.0,32,15.7,10,0,16,2.1,241,N/A,Clear sky,36.7,25.2,2,4.42,6.27,84.4,220.3
Sivakasi,Tamil Nadu,India,9.45,77.8167,19800,2024-09-20 08:52:41,00:36,12:45,34.7,33.8,33.8,952.0,28,13.6,4,91,16,3.4,267,N/A,Overcast clouds,37.7,26.0,2,3.09,4.56,95.84,211.95
Hyderabad,Telangana,India,17.3753,78.4744,19800,2024-09-20 08:43:37,00:34,12:44,32.5,35.4,35.4,941.0,51,21.0,10,0,16,1.0,319,N/A,Clear sky,32.9,24.1,3,21.35,25.85,115.87,337.12
Warangal,Telangana,India,18.0,79.5833,19800,2024-09-20 08:52:42,00:34,12:44,32.6,35.6,35.6,959.0,51,21.1,10,0,16,4.5,328,N/A,Clear sky,33.3,25.9,3,14.92,18.41,104.43,250.34
Nizamabad,Telangana,India,18.6667,78.1167,19800,2024-09-20 08:52:42,00:34,12:44,32.0,36.1,36.1,963.0,57,22.2,10,0,16,2.9,313,N/A,Clear sky,31.7,24.4,2,19.44,25.47,98.71,263.69
Khammam,Telangana,India,17.25,80.15,19800,2024-09-20 08:52:42,00:25,12:34,34.5,38.3,38.3,986.0,47,21.6,10,0,16,2.8,306,N/A,Clear sky,34.2,26.3,3,11.23,13.59,100.14,267.03
Karimnagar,Telangana,India,18.4333,79.15,19800,2024-09-20 08:52:42,00:34,12:44,31.9,35.8,35.8,966.0,57,22.3,9,0,16,3.9,315,N/A,Clear sky,33.4,25.6,2,16.69,20.82,95.84,260.35
Ramagundam,Telangana,India,18.7604,79.4811,19800,2024-09-20 08:52:43,00:34,12:44,32.4,37.5,37.5,978.0,59,23.2,9,0,16,3.4,308,N/A,Clear sky,31.8,25.6,3,22.28,28.47,100.14,280.38
Mahbubnagar,Telangana,India,16.7333,77.9833,19800,2024-09-20 08:52:43,00:34,12:44,31.1,33.3,33.3,952.0,53,20.2,10,0,16,1.8,342,N/A,Clear sky,31.8,24.3,3,24.34,29.23,123.02,293.73
Nalgonda,Telangana,India,17.05,79.2667,19800,2024-09-20 08:52:43,00:34,12:44,35.0,36.5,36.5,968.0,38,18.4,10,0,16,2.5,336,N/A,Clear sky,34.6,25.9,3,15.75,19.45,107.29,250.34
Adilabad,Telangana,India,19.6667,78.5333,19800,2024-09-20 08:52:44,00:32,12:42,30.4,34.6,34.6,965.0,65,23.0,9,0,16,3.3,332,N/A,Haze,30.7,24.6,3,33.13,46.06,114.44,273.71
Suryapet,Telangana,India,17.1405,79.6225,19800,2024-09-20 08:52:44,00:34,12:44,34.9,37.5,37.5,978.0,42,20.0,10,0,16,3.2,320,N/A,Clear sky,33.7,25.5,2,15.02,18.1,98.71,273.71
Zaheerabad,Telangana,India,29.8829,73.0005,18000,2024-09-20 08:52:44,00:55,13:07,38.2,38.7,38.7,986.0,27,16.0,8,0,16,2.9,44,N/A,Clear sky,35.8,25.5,3,15.22,16.68,120.16,367.17
Jagtial,Telangana,India,18.8,78.9333,19800,2024-09-20 08:52:45,00:34,12:44,30.6,35.3,35.3,964.0,66,23.3,9,0,16,3.6,305,N/A,Clear sky,31.9,25.3,2,19.29,24.31,97.28,257.02
Mancherial,Telangana,India,18.8667,79.4333,19800,2024-09-20 08:52:45,00:34,12:44,32.4,37.5,37.5,978.0,59,23.2,6,57,16,3.4,308,N/A,Scattered clouds,31.8,25.6,3,21.52,27.9,105.86,277.04
Siddipet,Telangana,India,18.1,78.85,19800,2024-09-20 08:52:45,00:34,12:44,30.3,33.1,33.1,944.0,59,21.3,10,0,16,4.5,305,N/A,Clear sky,32.0,23.5,3,15.49,19.43,100.14,247.0
Bodhan,Telangana,India,18.6667,77.9,19800,2024-09-20 08:52:46,00:34,12:44,32.0,36.1,36.1,963.0,57,22.2,10,0,16,2.9,313,N/A,Clear sky,31.4,24.1,3,21.16,27.59,103.0,267.03
Vikarabad,Telangana,India,17.3333,77.9,19800,2024-09-20 08:52:46,00:34,12:44,32.4,33.4,33.4,944.0,43,18.1,10,0,16,2.3,300,N/A,Clear sky,31.6,22.6,3,20.63,24.8,113.01,253.68
Medak,Telangana,India,18.0333,78.2667,19800,2024-09-20 08:52:46,00:34,12:44,30.9,33.8,33.8,950.0,57,21.4,10,0,16,4.0,356,N/A,Clear sky,31.9,23.5,3,19.81,24.84,101.57,253.68
Bhongir,Telangana,India,17.5108,78.8889,19800,2024-09-20 08:52:47,00:34,12:44,30.9,32.6,32.6,942.0,51,19.4,6,55,16,4.0,349,N/A,Scattered clouds,33.9,23.6,3,17.58,21.42,100.14,257.02
Agartala,Tripura,India,23.8364,91.275,19800,2024-09-20 08:52:47,23:43,11:53,37.0,53.4,53.4,999.5,63,28.8,7,0,16,3.1,340,N/A,Clear sky,37.8,27.0,5,45.98,48.04,183.11,500.68
Udaipur,Tripura,India,24.5712,73.6918,19800,2024-09-20 08:52:22,00:52,13:02,31.0,34.4,34.4,962.4,58,21.8,9,0,16,1.03,320,N/A,Clear sky,31.4,23.7,3,25.69,43.35,104.43,323.77
Dharmanagar,Tripura,India,24.3667,92.1667,19800,2024-09-20 08:52:47,23:43,11:53,35.5,46.3,46.3,996.0,60,26.3,7,0,16,0.9,268,N/A,Clear sky,35.6,27.1,2,11.61,14.0,85.12,433.92
Kailashahar,Tripura,India,24.3333,92.0167,19800,2024-09-20 08:52:48,23:43,11:53,36.5,45.7,45.7,994.0,53,25.1,7,0,16,1.2,315,N/A,Clear sky,35.8,27.6,2,11.61,14.0,85.12,433.92
Khowai,Tripura,India,24.1,91.6333,19800,2024-09-20 08:52:48,23:43,11:53,36.2,47.0,47.0,996.0,57,26.1,7,0,16,1.9,190,N/A,Clear sky,35.9,27.3,3,43.29,45.9,128.75,520.71
Belonia,Tripura,India,23.2528,91.4514,19800,2024-09-20 08:52:48,23:43,11:53,35.3,45.3,45.3,998.0,59,25.9,7,0,16,1.6,341,N/A,Clear sky,36.1,27.2,3,36.98,39.63,117.3,467.3
Ambassa,Tripura,India,28.5109,81.3255,20700,2024-09-20 08:52:49,00:18,12:29,33.3,40.5,40.5,985.0,61,24.6,8,0,16,1.7,243,N/A,Clear sky,31.4,25.6,3,48.89,52.35,97.28,423.91
Kamalpur,Tripura,India,24.2,91.8333,19800,2024-09-20 08:52:49,23:43,11:53,36.2,47.0,47.0,996.0,57,26.1,7,0,16,1.9,190,N/A,Clear sky,35.8,27.4,3,24.05,26.54,104.43,467.3
Sonamura,Tripura,India,23.4719,91.2664,19800,2024-09-20 08:50:16,23:43,11:53,36.0,44.3,44.3,998.0,53,24.9,7,0,16,1.4,327,N/A,Clear sky,35.9,26.9,4,57.07,59.78,157.36,520.71
Melaghar,Tripura,India,23.4921,91.3307,19800,2024-09-20 08:52:50,23:43,11:53,36.0,44.3,44.3,998.0,53,24.9,7,0,16,1.4,327,N/A,Clear sky,35.9,26.9,4,57.07,59.78,157.36,520.71
Sabroom,Tripura,India,23.0025,91.7307,19800,2024-09-20 08:52:50,23:41,11:51,34.3,45.6,45.6,998.0,66,26.8,7,0,16,2.6,316,N/A,Clear sky,35.8,26.9,2,20.69,22.1,86.55,423.91
Panisagar,Tripura,India,24.2671,92.1522,19800,2024-09-20 08:52:50,23:43,11:53,36.1,45.6,45.6,992.0,55,25.5,7,0,16,2.4,326,N/A,Clear sky,35.6,27.1,2,11.61,14.0,85.12,433.92
Mohanpur,Tripura,India,28.2667,80.25,19800,2024-09-20 08:52:51,00:24,12:35,32.3,37.6,37.6,984.0,60,23.3,8,0,16,1.5,223,N/A,Haze,33.5,25.4,4,50.82,54.39,130.18,393.87
Amarpur,Tripura,India,25.0333,86.9,19800,2024-09-20 08:52:51,00:07,12:18,35.5,41.7,41.7,992.0,50,23.4,8,0,16,2.3,293,N/A,Haze,35.3,27.2,5,88.15,94.94,153.07,534.06
Teliamura,Tripura,India,23.8398,91.6265,19800,2024-09-20 08:52:52,23:43,11:53,35.8,45.3,45.3,997.0,56,25.5,7,0,16,0.8,299,N/A,Clear sky,35.6,26.6,3,44.06,46.3,134.47,520.71
Teliamura,Tripura,India,23.8398,91.6265,19800,2024-09-20 08:52:52,23:43,11:53,35.8,45.3,45.3,997.0,56,25.5,7,0,16,0.8,299,N/A,Clear sky,35.6,26.6,3,44.06,46.3,134.47,520.71
Lucknow,Uttar Pradesh,India,26.85,80.9167,19800,2024-09-20 08:52:52,00:24,12:35,32.0,37.7,37.7,991.4,62,23.8,8,0,16,3.6,270,N/A,Haze,33.9,26.0,4,55.39,59.81,145.91,580.79
Kanpur,Uttar Pradesh,India,26.4667,80.35,19800,2024-09-20 08:47:57,00:24,12:35,32.6,36.5,36.5,988.0,54,22.1,8,0,16,1.9,248,N/A,Haze,33.5,26.1,3,41.26,43.29,107.29,620.84
Ghaziabad,Uttar Pradesh,India,28.6667,77.4333,19800,2024-09-20 08:48:04,00:39,12:50,33.5,36.9,36.9,979.0,49,21.1,8,0,16,3.4,94,N/A,Clear sky,32.8,25.3,5,76.07,85.19,163.08,680.92
Agra,Uttar Pradesh,India,27.1833,78.0167,19800,2024-09-20 08:52:03,00:39,12:50,33.7,41.1,41.1,984.0,60,24.8,8,0,16,1.5,204,N/A,Clear sky,33.6,24.2,3,49.81,53.87,133.04,620.84
Varanasi,Uttar Pradesh,India,25.3333,83.0,19800,2024-09-20 08:51:03,00:16,12:27,32.0,37.7,37.7,1004.9,62,23.8,8,0,16,2.06,300,N/A,Clear sky,34.5,27.3,4,58.23,66.57,141.62,534.06
Meerut,Uttar Pradesh,India,28.9833,77.7,19800,2024-09-20 08:52:54,00:39,12:50,32.2,37.1,37.1,978.0,59,23.2,8,0,16,2.5,126,N/A,Clear sky,32.3,25.0,3,43.37,48.24,125.89,554.09
Allahabad,Uttar Pradesh,India,25.45,81.85,19800,2024-09-20 08:52:54,00:16,12:27,34.9,42.3,42.3,991.0,55,24.4,8,0,16,2.1,282,N/A,Clear sky,34.8,27.8,3,32.94,36.22,104.43,460.63
Bareilly,Uttar Pradesh,India,28.35,79.4167,19800,2024-09-20 08:52:54,00:24,12:35,32.3,36.1,36.1,984.0,55,22.1,8,0,16,1.6,173,N/A,Haze,33.0,25.6,3,48.79,54.4,135.9,534.06
Aligarh,Uttar Pradesh,India,27.8833,78.0833,19800,2024-09-20 08:52:55,00:39,12:50,31.8,35.4,35.4,982.0,56,21.9,8,0,16,2.0,164,N/A,Clear sky,32.0,24.1,4,51.01,54.93,125.89,607.49
Moradabad,Uttar Pradesh,India,28.8333,78.7833,19800,2024-09-20 08:52:55,00:39,12:50,31.8,36.8,36.8,980.0,61,23.2,8,0,16,2.0,135,N/A,Clear sky,33.2,25.3,4,48.97,55.7,141.62,473.98
Saharanpur,Uttar Pradesh,India,29.9667,77.55,19800,2024-09-20 08:52:55,00:39,12:50,32.9,38.7,38.7,974.0,59,23.6,8,0,16,0.7,125,N/A,Clear sky,34.0,25.3,4,63.08,68.43,145.91,567.44
Gorakhpur,Uttar Pradesh,India,29.45,75.6833,19800,2024-09-20 08:50:08,00:39,12:50,34.0,36.1,36.1,979.0,43,19.5,8,0,16,3.3,34,N/A,Clear sky,33.2,24.9,3,44.84,47.18,137.33,460.63
Noida,Uttar Pradesh,India,28.58,77.33,19800,2024-09-20 08:52:56,00:39,12:50,32.0,36.8,36.8,981.1,59,23.0,8,0,16,3.1,110,N/A,Clear sky,34.1,25.2,5,97.71,108.51,141.62,1054.76
Firozabad,Uttar Pradesh,India,27.15,78.4167,19800,2024-09-20 08:52:56,00:39,12:50,32.0,35.8,35.8,984.0,56,22.0,8,0,16,1.9,201,N/A,Clear sky,31.9,24.1,3,45.75,49.33,131.61,607.49
Jhansi,Uttar Pradesh,India,25.4333,78.5833,19800,2024-09-20 08:52:56,00:28,12:38,31.7,35.7,35.7,972.0,58,22.3,9,0,16,1.9,296,N/A,Haze,32.0,24.4,3,40.45,51.79,123.02,367.17
Muzaffarnagar,Uttar Pradesh,India,29.4667,77.6833,19800,2024-09-20 08:51:50,00:39,12:50,32.6,38.0,38.0,976.0,59,23.4,8,0,16,1.9,124,N/A,Clear sky,33.8,25.2,4,71.32,76.68,141.62,514.03
Mathura,Uttar Pradesh,India,27.5,77.6833,19800,2024-09-20 08:52:57,00:39,12:50,31.8,35.1,35.1,982.0,55,21.5,9,0,16,1.7,182,N/A,Clear sky,31.8,24.1,4,56.85,60.0,135.9,607.49
Ayodhya,Uttar Pradesh,India,26.8,82.2,19800,2024-09-20 08:52:57,00:18,12:29,33.5,38.5,38.5,991.0,54,22.9,8,0,16,3.3,262,N/A,Clear sky,34.3,27.0,3,38.99,43.37,104.43,453.95
Shahjahanpur,Uttar Pradesh,India,27.8833,79.9167,19800,2024-09-20 08:52:58,00:24,12:35,32.6,36.8,36.8,985.0,55,22.2,8,0,16,1.4,216,N/A,Haze,33.5,25.8,4,68.14,76.13,165.94,560.76
Rampur,Uttar Pradesh,India,28.8167,79.0333,19800,2024-09-20 08:52:58,00:39,12:50,31.9,37.0,37.0,981.0,61,23.4,8,0,16,1.7,144,N/A,Clear sky,33.3,25.0,4,68.24,73.8,153.07,480.65
Dehradun,Uttarakhand,India,30.3256,78.0437,19800,2024-09-20 08:52:58,00:39,12:50,31.0,35.5,35.5,952.0,63,23.0,8,0,16,2.0,253,N/A,Clear sky,30.2,21.7,2,15.04,17.32,97.28,360.49
Haridwar,Uttarakhand,India,29.9667,78.1667,19800,2024-09-20 08:52:58,00:39,12:50,31.9,37.3,37.3,964.0,62,23.5,8,0,16,1.4,242,N/A,Clear sky,32.7,23.8,3,28.93,32.28,97.28,410.56
Rishikesh,Uttarakhand,India,30.1167,78.3167,19800,2024-09-20 08:52:59,00:39,12:50,31.9,37.3,37.3,964.0,62,23.5,8,0,16,1.4,242,N/A,Clear sky,29.5,22.2,2,22.85,25.91,95.84,417.23
Haldwani,Uttarakhand,India,29.2167,79.5167,19800,2024-09-20 08:52:59,00:39,12:50,31.3,37.0,37.0,962.0,66,24.1,8,0,16,2.0,233,N/A,Clear sky,32.6,25.1,3,36.51,41.29,68.67,383.85
Nainital,Uttarakhand,India,29.3974,79.4469,19800,2024-09-20 08:48:29,00:39,12:50,26.6,27.1,27.1,844.0,70,20.5,8,0,16,2.6,244,N/A,Clear sky,24.5,18.4,3,36.51,41.29,68.67,383.85
Roorkee,Uttarakhand,India,29.8667,77.8833,19800,2024-09-20 08:53:00,00:39,12:50,32.9,38.4,38.4,974.0,58,23.5,8,0,16,1.2,127,N/A,Clear sky,34.4,25.4,3,34.85,38.83,111.58,440.6
Kashipur,Uttarakhand,India,29.2167,78.95,19800,2024-09-20 08:53:00,00:39,12:50,32.1,38.1,38.1,978.0,63,24.0,8,0,16,1.5,175,N/A,Clear sky,33.5,25.5,5,93.39,101.53,153.07,507.36
Rudrapur,Uttarakhand,India,28.9747,79.3964,19800,2024-09-20 08:53:00,00:39,12:50,31.9,38.2,38.2,980.0,65,24.3,8,0,16,1.4,207,N/A,Clear sky,33.4,25.8,4,56.31,61.42,121.59,453.95
Almora,Uttarakhand,India,29.6167,79.6667,19800,2024-09-20 08:53:01,00:39,12:50,27.8,29.8,29.8,864.0,67,21.1,8,0,16,2.4,211,N/A,Clear sky,27.6,18.3,2,8.03,8.91,67.23,333.79
Pithoragarh,Uttarakhand,India,29.5833,80.2167,19800,2024-09-20 08:53:01,00:24,12:35,29.0,30.4,30.4,858.0,56,19.2,8,0,16,1.3,127,N/A,Haze,28.5,20.2,4,34.24,38.66,175.95,527.38
Mussoorie,Uttarakhand,India,30.45,78.0833,19800,2024-09-20 08:53:01,00:39,12:50,26.9,28.4,28.4,872.0,68,20.3,8,0,16,2.4,240,N/A,Clear sky,25.7,20.0,2,13.98,16.26,92.98,320.44
Kotdwara,Uttarakhand,India,29.75,78.5333,19800,2024-09-20 08:53:01,00:39,12:50,32.1,38.4,38.4,970.0,64,24.2,8,0,16,1.0,232,N/A,Clear sky,31.8,24.1,3,39.31,42.13,98.71,397.21
Tehri,Uttarakhand,India,30.3833,78.4833,19800,2024-09-20 08:53:02,00:39,12:50,28.1,30.2,30.2,892.0,66,21.0,8,0,16,2.7,225,N/A,Clear sky,28.5,19.6,2,16.55,19.13,89.41,367.17
Srinagar,Uttarakhand,India,34.0833,74.8167,19800,2024-09-20 08:51:16,00:49,13:01,23.9,23.2,23.2,754.0,35,7.5,7,0,16,2.4,38,N/A,Clear sky,30.1,13.5,4,31.48,35.73,144.48,370.5
Bageshwar,Uttarakhand,India,29.85,79.7667,19800,2024-09-20 08:53:02,00:39,12:50,27.8,29.2,29.2,844.0,61,19.4,8,0,16,2.5,256,N/A,Clear sky,29.6,19.1,2,6.51,7.24,62.23,317.1
Champawat,Uttarakhand,India,29.3333,80.1,19800,2024-09-20 08:53:03,00:24,12:35,27.9,30.2,30.2,880.0,69,21.5,8,0,16,2.6,206,N/A,Haze,27.6,21.0,2,15.97,17.73,55.79,317.1
Lansdowne,Uttarakhand,India,39.9382,-75.2719,-14400,2024-09-20 08:53:03,10:47,23:00,17.8,17.8,17.8,1008.0,88,15.9,0,14,16,1.4,358,N/A,Few clouds,27.7,17.1,1,9.04,11.58,31.11,257.02
Mukteshwar,Uttarakhand,India,29.5096,79.6764,19800,2024-09-20 08:53:03,00:39,12:50,27.8,29.8,29.8,864.0,67,21.1,8,0,16,2.4,211,N/A,Clear sky,25.3,17.1,2,14.75,16.19,78.68,333.79
Uttarkashi,Uttarakhand,India,30.7333,78.45,19800,2024-09-20 08:53:04,00:39,12:50,27.1,27.6,27.6,817.0,52,16.4,8,0,16,2.2,208,N/A,Clear sky,27.6,18.7,2,5.54,6.33,67.95,253.68
Kolkata,West Bengal,India,22.5697,88.3697,19800,2024-09-20 08:50:03,23:54,12:04,35.0,46.6,46.6,1001.6,63,26.9,8,0,16,1.5,110,N/A,Haze,35.5,28.2,5,111.59,128.77,144.48,667.57
Howrah,West Bengal,India,22.5892,88.3103,19800,2024-09-20 08:53:04,23:54,12:04,35.0,46.6,46.6,1001.6,63,26.9,8,0,16,1.5,110,N/A,Haze,35.5,28.2,5,111.59,128.77,144.48,667.57
Durgapur,West Bengal,India,23.4833,87.3167,19800,2024-09-20 08:53:04,00:03,12:13,34.5,41.3,41.3,987.0,55,23.9,8,0,16,0.5,318,N/A,Haze,33.9,27.5,4,58.58,63.74,140.19,447.27
Asansol,West Bengal,India,23.6833,86.9833,19800,2024-09-20 08:53:05,00:03,12:13,34.9,39.9,39.9,984.0,49,22.4,8,0,16,1.1,39,N/A,Haze,34.3,27.6,3,42.53,46.31,110.15,387.19
Siliguri,West Bengal,India,26.7,88.4333,19800,2024-09-20 08:53:05,23:50,12:01,33.8,38.8,38.8,962.0,53,22.8,7,0,16,1.6,196,N/A,Clear sky,36.4,26.7,3,27.92,31.38,90.84,460.63
Kharagpur,West Bengal,India,22.3333,87.3333,19800,2024-09-20 08:53:05,23:54,12:04,33.5,41.0,41.0,994.0,61,24.7,3,88,16,1.9,33,N/A,Haze,34.1,27.4,4,74.57,79.25,123.02,453.95
Bardhaman,West Bengal,India,23.2441,87.8689,19800,2024-09-20 08:53:06,23:54,12:04,34.6,41.5,41.5,995.0,55,24.0,8,0,16,1.2,11,N/A,Haze,34.8,27.5,5,78.37,84.53,131.61,534.06
Malda,West Bengal,India,25.0057,88.1398,19800,2024-09-20 08:53:06,23:54,12:04,36.4,42.2,42.2,998.0,46,22.7,7,0,16,2.5,287,N/A,Haze,35.7,28.2,5,81.83,87.99,138.76,500.68
Baharampur,West Bengal,India,24.1,88.25,19800,2024-09-20 08:53:06,23:54,12:04,35.3,42.5,42.5,998.0,53,24.0,8,0,16,2.0,297,N/A,Haze,34.9,28.0,4,72.92,79.39,120.16,473.98
Haldia,West Bengal,India,22.0605,88.1097,19800,2024-09-20 08:53:07,23:54,12:04,35.0,42.1,42.1,1000.0,54,24.3,8,0,16,0.8,69,N/A,Haze,33.4,28.2,4,63.7,71.07,117.3,507.36
Raiganj,West Bengal,India,25.6167,88.1167,19800,2024-09-20 08:53:07,23:50,12:01,36.9,42.1,42.1,997.0,43,22.2,7,0,16,2.8,291,N/A,Clear sky,35.8,27.6,4,73.89,79.67,133.04,494.0
Jalpaiguri,West Bengal,India,26.5167,88.7333,19800,2024-09-20 08:53:07,23:50,12:01,36.1,42.3,42.3,990.0,48,23.4,7,0,16,2.1,244,N/A,Clear sky,37.4,27.3,5,79.51,92.26,90.84,700.95
Chandannagar,West Bengal,India,22.8692,88.3772,19800,2024-09-20 08:53:08,23:54,12:04,35.0,46.6,46.6,1001.6,63,26.9,8,0,16,1.5,110,N/A,Haze,34.9,27.8,5,203.6,240.2,144.48,921.25
Nabadwip,West Bengal,India,23.4167,88.3667,19800,2024-09-20 08:53:08,23:54,12:04,34.8,42.5,42.5,998.0,56,24.6,8,0,16,2.0,303,N/A,Haze,34.5,27.7,5,96.08,103.45,165.94,547.41
Kalimpong,West Bengal,India,27.0667,88.4833,19800,2024-09-20 08:53:08,23:50,12:01,27.9,29.5,29.5,862.0,63,20.1,2,98,16,2.4,163,N/A,Light rain,31.3,20.9,3,20.15,21.56,120.16,473.98
Midnapore,West Bengal,India,50.9168,-114.0853,-21600,2024-09-20 08:53:09,13:20,01:37,8.3,8.4,8.4,886.0,89,6.9,0,86,16,3.8,330,N/A,Broken clouds,10.6,4.4,1,0.5,0.83,32.54,168.56
Bankura,West Bengal,India,23.25,87.0667,19800,2024-09-20 08:53:09,00:03,12:13,33.9,39.4,39.4,983.0,54,23.2,8,0,16,0.3,214,N/A,Haze,34.2,26.7,4,69.79,75.64,153.07,453.95
Darjeeling,West Bengal,India,27.0333,88.2667,19800,2024-09-20 08:53:09,23:50,12:01,23.1,23.6,23.6,817.0,82,19.7,3,75,16,1.7,207,N/A,Broken clouds,32.8,25.7,3,17.32,18.56,108.72,403.88
Dhaka,Dhaka Division,Bangladesh,23.7104,90.4074,21600,2024-09-20 08:48:31,23:46,11:56,36.0,46.1,46.1,1000.9,56,25.8,7,0,16,3.6,290,N/A,Haze,37.1,28.9,4,54.39,58.78,153.07,654.22
Narayanganj,Dhaka Division,Bangladesh,23.6233,90.5011,21600,2024-09-20 08:53:10,23:46,11:56,36.0,46.1,46.1,1000.9,56,25.8,7,0,16,3.6,290,N/A,Haze,36.6,28.2,4,54.39,58.78,153.07,654.22
Gazipur,Dhaka Division,Bangladesh,23.9981,90.423,21600,2024-09-20 08:53:10,23:46,11:56,36.0,46.1,46.1,1000.9,56,25.8,7,0,16,3.6,290,N/A,Haze,36.9,28.8,3,38.6,41.73,105.86,494.0
