City,State,Country,Latitude,Longitude,Timezone,Timestamp (OpenWeatherMap),Sunrise,Sunset,Temperature,Feels Like (Day),Feels Like (Night),Pressure,Humidity,Dew Point,UV Index,Cloud Cover,Visibility,Wind Speed,Wind Direction,Wind Gust,Weather Description,Max Temperature,Min Temperature,AQI,PM2.5,PM10,O3,CO
Tangail,Dhaka Division,Bangladesh,24.25,89.9167,21600,2024-09-20 08:50:16,23:46,11:56,31.1,37.1,37.1,999.0,68,24.4,7,0,16,2.2,64,N/A,Haze,36.9,28.5,3,37.41,40.98,117.3,460.63
Manikganj,Dhaka Division,Bangladesh,23.8553,90.0125,21600,2024-09-20 08:53:11,23:46,11:56,35.1,42.4,42.4,999.0,54,24.3,7,0,16,1.9,8,N/A,Haze,36.4,28.4,3,39.67,42.81,111.58,447.27
Munshiganj,Dhaka Division,Bangladesh,23.5484,90.535,21600,2024-09-20 08:53:11,23:46,11:56,37.1,44.8,44.8,999.0,48,24.2,7,0,16,3.3,298,N/A,Haze,36.6,28.2,5,78.89,83.84,231.74,700.95
Kishoreganj,Dhaka Division,Bangladesh,25.9113,89.0214,21600,2024-09-20 08:53:11,23:50,12:01,36.3,42.8,42.8,994.0,48,23.3,7,0,16,2.1,270,N/A,Clear sky,38.6,27.9,3,43.47,47.18,104.43,467.3
Mymensingh,Dhaka Division,Bangladesh,24.75,90.4,21600,2024-09-20 08:48:36,23:46,11:56,36.9,44.8,44.8,998.0,49,24.4,7,0,16,2.6,291,N/A,Haze,38.0,28.1,2,24.92,27.62,82.25,447.27
Jamalpur,Dhaka Division,Bangladesh,24.9167,89.9333,21600,2024-09-20 08:53:12,23:46,11:56,35.9,42.7,42.7,998.0,50,23.9,7,0,16,2.9,261,N/A,Haze,37.5,28.1,3,36.05,40.01,77.96,480.65
Sherpur,Dhaka Division,Bangladesh,25.0188,90.0175,21600,2024-09-20 08:53:12,23:46,11:56,35.9,42.7,42.7,998.0,50,23.9,7,0,16,2.9,261,N/A,Haze,38.1,28.2,3,32.09,35.52,75.82,467.3
Netrakona,Dhaka Division,Bangladesh,24.8833,90.7167,21600,2024-09-20 08:53:13,23:46,11:56,37.0,45.1,45.1,998.0,49,24.5,7,0,16,3.1,272,N/A,Haze,38.3,28.1,2,18.97,21.9,66.52,527.38
Cox's Bazar,Chattogram Division,Bangladesh,21.4532,91.9798,21600,2024-09-20 08:53:13,23:41,11:51,30.0,37.5,37.5,1000.0,80,26.1,7,0,16,4.5,282,N/A,Clear sky,32.9,26.8,2,21.53,25.09,72.24,373.84
Feni,Chattogram Division,Bangladesh,23.0186,91.41,21600,2024-09-20 08:53:13,23:41,11:51,35.5,44.8,44.8,999.0,57,25.6,7,0,16,1.3,8,N/A,Clear sky,35.8,27.1,3,32.35,35.05,117.3,467.3
Bandarban,Chattogram Division,Bangladesh,22.1965,92.2262,21600,2024-09-20 08:53:14,23:41,11:51,32.0,41.7,41.7,998.0,74,26.7,7,0,16,3.8,266,N/A,Clear sky,35.8,25.2,4,68.47,70.77,168.8,534.06
Rangamati,Chattogram Division,Bangladesh,22.65,92.1833,21600,2024-09-20 08:53:14,23:41,11:51,32.3,43.9,43.9,996.0,77,27.6,7,0,16,3.3,253,N/A,Clear sky,35.8,26.7,1,3.33,4.16,32.54,313.76
Brahmanbaria,Chattogram Division,Bangladesh,23.9691,91.1105,21600,2024-09-20 08:53:14,23:43,11:53,37.0,53.4,53.4,999.5,63,28.8,7,0,16,3.1,340,N/A,Clear sky,37.5,28.0,5,48.67,51.22,180.24,500.68
Lakshmipur,Chattogram Division,Bangladesh,22.95,90.8333,21600,2024-09-20 08:53:15,23:46,11:56,33.8,41.5,41.5,1000.0,60,24.9,7,0,16,1.2,336,N/A,Haze,35.1,27.7,3,38.13,39.85,128.75,460.63
Noakhali,Chattogram Division,Bangladesh,22.8637,91.0974,21600,2024-09-20 08:53:15,23:41,11:51,33.1,41.9,41.9,1000.0,66,25.8,7,0,16,3.0,297,N/A,Clear sky,35.6,27.3,3,35.55,37.58,127.32,460.63
Comilla,Chattogram Division,Bangladesh,23.4578,91.2044,21600,2024-09-20 08:48:36,23:43,11:53,36.0,44.3,44.3,998.0,53,24.9,7,0,16,1.4,327,N/A,Clear sky,36.7,27.3,4,57.07,59.78,157.36,520.71
Rajshahi,Rajshahi Division,Bangladesh,24.3667,88.6,21600,2024-09-20 08:53:16,23:54,12:04,35.9,42.3,42.3,998.0,49,23.5,7,0,16,1.8,279,N/A,Haze,35.9,28.7,4,57.56,63.05,123.02,507.36
Bogura,Rajshahi Division,Bangladesh,15.6406,74.7067,19800,2024-09-20 08:53:16,00:48,12:57,26.1,26.5,26.5,924.0,68,19.7,10,0,16,4.4,252,N/A,Clear sky,29.3,20.3,1,1.59,2.16,49.35,210.29
Naogaon,Rajshahi Division,Bangladesh,24.8073,88.9445,21600,2024-09-20 08:53:16,23:46,11:56,36.7,43.0,43.0,998.0,46,23.2,7,0,16,2.0,305,N/A,Haze,36.2,28.4,4,54.96,59.36,121.59,494.0
Pabna,Rajshahi Division,Bangladesh,24.0,89.25,21600,2024-09-20 08:50:16,23:46,11:56,35.6,43.2,43.2,999.0,53,24.4,7,0,16,1.8,285,N/A,Haze,36.8,28.5,4,51.77,55.48,120.16,467.3
Joypurhat,Rajshahi Division,Bangladesh,25.0943,89.0217,21600,2024-09-20 08:53:17,23:46,11:56,36.5,42.9,42.9,998.0,47,23.3,7,0,16,1.9,301,N/A,Haze,37.0,27.7,4,59.07,63.07,123.02,520.71
Sirajganj,Rajshahi Division,Bangladesh,24.45,89.7167,21600,2024-09-20 08:53:17,23:46,11:56,36.5,43.8,43.8,998.0,49,23.9,7,0,16,2.4,293,N/A,Haze,36.7,28.3,3,32.08,35.23,104.43,447.27
Kushtia,Rajshahi Division,Bangladesh,23.9011,89.1221,21600,2024-09-20 08:53:18,23:46,11:56,35.5,43.0,43.0,998.0,53,24.4,7,0,16,2.1,262,N/A,Haze,36.3,28.2,4,70.95,75.25,148.77,494.0
Meherpur,Rajshahi Division,Bangladesh,23.7751,88.6311,21600,2024-09-20 08:53:18,23:54,12:04,35.7,42.2,42.2,999.0,50,23.7,7,0,16,1.7,1,N/A,Haze,35.4,27.9,5,87.1,91.83,157.36,507.36
Satkhira,Rajshahi Division,Bangladesh,22.7167,89.1,21600,2024-09-20 08:53:18,23:54,12:04,35.9,43.2,43.2,1000.0,51,24.2,8,0,16,1.6,32,N/A,Haze,34.4,28.6,5,188.42,196.04,228.88,867.84
Khulna,Khulna Division,Bangladesh,22.8135,89.5672,21600,2024-09-20 08:53:19,23:54,12:04,36.6,47.6,47.6,1000.0,56,26.3,7,0,16,0.5,34,N/A,Haze,36.5,28.4,5,117.34,121.21,180.24,567.44
Jessore,Khulna Division,Bangladesh,23.1687,89.2132,21600,2024-09-20 08:48:36,23:54,12:04,35.2,44.0,44.0,1000.0,57,25.2,7,0,16,1.7,302,N/A,Haze,35.5,27.8,5,165.36,171.59,197.41,647.54
Satkhira,Khulna Division,Bangladesh,22.7167,89.1,21600,2024-09-20 08:53:18,23:54,12:04,35.9,43.2,43.2,1000.0,51,24.2,8,0,16,1.6,32,N/A,Haze,34.4,28.6,5,188.42,196.04,228.88,867.84
Magura,Khulna Division,Bangladesh,45.2667,26.5833,10800,2024-09-20 08:53:19,04:02,16:17,17.6,17.6,17.6,982.0,41,4.3,4,0,16,5.5,37,N/A,Clear sky,18.7,11.8,3,6.93,7.25,107.29,250.34
Meherpur,Khulna Division,Bangladesh,23.7751,88.6311,21600,2024-09-20 08:53:18,23:54,12:04,35.7,42.2,42.2,999.0,50,23.7,7,0,16,1.7,1,N/A,Haze,35.4,27.9,5,87.1,91.83,157.36,507.36
Bagerhat,Khulna Division,Bangladesh,22.6554,89.7972,21600,2024-09-20 08:53:20,23:46,11:56,35.6,45.1,45.1,1000.0,57,25.6,7,0,16,3.0,277,N/A,Haze,35.7,28.0,4,60.16,62.46,143.05,534.06
Narail,Khulna Division,Bangladesh,23.1667,89.5,21600,2024-09-20 08:53:20,23:46,11:56,35.2,44.5,44.5,1000.0,58,25.5,7,0,16,2.1,298,N/A,Haze,35.9,27.7,4,71.92,74.97,143.05,467.3
Barishal,Barishal Division,Bangladesh,36.3163,74.6786,18000,2024-09-20 08:53:21,00:55,13:07,14.6,14.6,14.6,652.0,23,-6.1,7,0,16,2.2,224,N/A,Clear sky,15.8,-0.3,3,16.59,20.71,113.01,203.61
Jhalokati,Barishal Division,Bangladesh,22.6433,90.2,21600,2024-09-20 08:53:21,23:46,11:56,37.0,44.6,44.6,999.0,48,24.2,7,0,16,2.2,335,N/A,Haze,35.4,28.2,4,58.58,61.69,120.16,547.41
Patuakhali,Barishal Division,Bangladesh,22.3542,90.3181,21600,2024-09-20 08:53:21,23:46,11:56,36.1,44.1,44.1,999.0,52,24.7,7,0,16,2.6,252,N/A,Haze,34.8,28.3,3,38.79,40.64,104.43,460.63
Bhola,Barishal Division,Bangladesh,22.6833,90.65,21600,2024-09-20 08:53:22,23:46,11:56,36.2,44.0,44.0,999.0,51,24.5,7,0,16,2.0,16,N/A,Haze,34.6,28.7,3,34.78,36.84,127.32,447.27
Jhalokati,Barishal Division,Bangladesh,22.6433,90.2,21600,2024-09-20 08:53:21,23:46,11:56,37.0,44.6,44.6,999.0,48,24.2,7,0,16,2.2,335,N/A,Haze,35.4,28.2,4,58.58,61.69,120.16,547.41
Pirojpur,Barishal Division,Bangladesh,22.5667,89.9833,21600,2024-09-20 08:53:22,23:46,11:56,35.8,44.3,44.3,1000.0,54,25.0,7,0,16,2.7,282,N/A,Haze,35.3,28.2,3,45.18,47.44,115.87,494.0
Sylhet,Sylhet Division,Bangladesh,24.5,91.6667,21600,2024-09-20 08:48:35,23:43,11:53,38.0,47.3,47.3,998.0,48,24.8,7,0,16,1.2,90,N/A,Clear sky,36.9,28.4,3,29.27,32.56,105.86,520.71
Habiganj,Sylhet Division,Bangladesh,24.3833,91.4167,21600,2024-09-20 08:50:27,23:43,11:53,38.3,46.0,46.0,998.0,44,23.9,7,0,16,1.9,280,N/A,Clear sky,38.1,28.5,4,36.85,38.93,154.5,494.0
Moulvibazar,Sylhet Division,Bangladesh,24.4688,91.7682,21600,2024-09-20 08:53:23,23:43,11:53,38.0,47.3,47.3,998.0,48,24.8,7,0,16,1.2,90,N/A,Clear sky,36.5,28.2,3,29.27,32.56,105.86,520.71
Sunamganj,Sylhet Division,Bangladesh,25.0653,91.4069,21600,2024-09-20 08:53:23,23:41,11:52,38.5,46.4,46.4,998.0,44,23.9,7,0,16,1.7,322,N/A,Haze,38.5,27.7,1,7.45,8.18,57.94,400.54
Rangpur,Rangpur Division,Bangladesh,25.75,89.25,21600,2024-09-20 08:48:36,23:50,12:01,36.2,43.5,43.5,996.0,50,23.9,7,0,16,2.0,290,N/A,Clear sky,37.9,27.9,4,55.83,60.08,110.15,460.63
Dinajpur,Rangpur Division,Bangladesh,25.6272,88.6386,21600,2024-09-20 08:50:16,23:50,12:01,36.5,42.4,42.4,996.0,46,22.9,7,0,16,2.1,283,N/A,Clear sky,36.3,27.6,4,69.47,74.23,120.16,487.33
Thakurgaon,Rangpur Division,Bangladesh,26.0333,88.4667,21600,2024-09-20 08:53:24,23:50,12:01,36.8,42.7,42.7,994.0,45,22.7,7,0,16,2.5,279,N/A,Clear sky,36.3,27.2,3,42.54,47.14,100.14,473.98
Kurigram,Rangpur Division,Bangladesh,25.8121,89.6441,21600,2024-09-20 08:53:25,23:50,12:01,36.3,43.7,43.7,997.0,50,24.2,5,35,16,2.4,295,N/A,Few clouds,36.7,28.6,4,54.19,58.61,110.15,500.68
Lalmonirhat,Rangpur Division,Bangladesh,25.9124,89.4473,21600,2024-09-20 08:53:25,23:50,12:01,36.1,43.2,43.2,996.0,50,24.0,7,0,16,2.1,273,N/A,Clear sky,36.4,27.9,4,54.96,60.02,107.29,494.0
Panchagarh,Rangpur Division,Bangladesh,26.3313,88.562,21600,2024-09-20 08:53:25,23:50,12:01,36.5,42.4,42.4,993.0,46,23.0,7,0,16,2.2,270,N/A,Clear sky,36.9,26.8,3,42.18,46.68,95.84,460.63
Gaibandha,Rangpur Division,Bangladesh,25.3293,89.5438,21600,2024-09-20 08:53:26,23:46,11:56,36.0,43.4,43.4,998.0,51,24.0,7,0,16,2.1,295,N/A,Haze,37.8,29.0,3,49.72,53.63,114.44,473.98
Mymensingh,Mymensingh Division,Bangladesh,24.75,90.4,21600,2024-09-20 08:48:36,23:46,11:56,36.9,44.8,44.8,998.0,49,24.4,7,0,16,2.6,291,N/A,Haze,38.0,28.1,2,24.92,27.62,82.25,447.27
Jamalpur,Mymensingh Division,Bangladesh,24.9167,89.9333,21600,2024-09-20 08:53:12,23:46,11:56,35.9,42.7,42.7,998.0,50,23.9,7,0,16,2.9,261,N/A,Haze,37.5,28.1,3,36.05,40.01,77.96,480.65
Netrokona,Mymensingh Division,Bangladesh,24.8853,90.7326,21600,2024-09-20 08:53:26,23:46,11:56,37.0,45.1,45.1,998.0,49,24.5,7,0,16,3.1,272,N/A,Haze,38.3,28.1,2,18.97,21.9,66.52,527.38
Sherpur,Mymensingh Division,Bangladesh,25.0188,90.0175,21600,2024-09-20 08:53:12,23:46,11:56,35.9,42.7,42.7,998.0,50,23.9,7,0,16,2.9,261,N/A,Haze,38.1,28.2,3,32.09,35.52,75.82,467.3
Lahore,Punjab,Pakistan,31.5497,74.3436,18000,2024-09-20 08:53:27,00:49,13:01,36.0,40.7,40.7,982.3,44,21.8,8,0,16,1.0,0,N/A,Clear sky,35.3,24.7,5,55.93,67.78,191.69,627.52
Faisalabad,Punjab,Pakistan,31.4167,73.0833,18000,2024-09-20 08:53:27,00:55,13:07,39.4,40.0,40.0,983.0,25,15.7,8,0,16,0.7,104,N/A,Clear sky,37.8,25.8,4,38.37,46.62,164.51,487.33
Rawalpindi,Punjab,Pakistan,33.6007,73.0679,18000,2024-09-20 08:53:27,00:55,13:07,34.4,36.8,36.8,950.0,42,19.9,8,0,16,3.6,219,N/A,Clear sky,34.7,22.6,5,129.29,148.48,320.44,1842.5
Gujranwala,Punjab,Pakistan,32.1617,74.1883,18000,2024-09-20 08:53:27,00:49,13:01,35.7,37.2,37.2,978.0,36,18.1,7,0,16,1.3,157,N/A,Smoke,36.6,24.6,5,74.53,89.87,181.68,620.84
Multan,Punjab,Pakistan,30.1956,71.4753,18000,2024-09-20 08:51:23,01:01,13:13,40.3,39.7,39.7,988.0,20,12.9,8,0,16,3.1,49,N/A,Haze,38.4,27.2,5,48.54,70.37,205.99,514.03
Sialkot,Punjab,Pakistan,32.5101,74.5431,18000,2024-09-20 08:53:28,00:49,13:01,34.4,36.2,36.2,978.0,40,18.9,7,0,16,1.1,140,N/A,Clear sky,35.8,23.9,5,137.4,164.04,208.86,907.9
Karachi,Sindh,Pakistan,24.9056,67.0822,18000,2024-09-20 08:51:27,01:19,13:30,34.0,39.1,39.1,1003.7,52,22.8,10,0,16,7.2,240,N/A,Clear sky,34.6,26.5,3,22.62,75.97,86.55,333.79
Hyderabad,Sindh,Pakistan,17.3753,78.4744,19800,2024-09-20 08:50:10,00:34,12:44,32.5,35.4,35.4,941.0,51,21.0,10,0,16,1.0,319,N/A,Clear sky,32.9,24.1,3,21.35,25.85,115.87,337.12
Sukkur,Sindh,Pakistan,27.7052,68.8574,18000,2024-09-20 08:53:29,01:19,13:30,43.1,42.2,42.2,994.0,16,12.0,9,0,16,1.6,189,N/A,Clear sky,39.9,28.2,4,33.63,75.65,140.19,293.73
Larkana,Sindh,Pakistan,27.5551,68.2141,18000,2024-09-20 08:53:29,01:19,13:30,43.5,42.8,42.8,995.0,16,11.8,9,0,16,1.4,237,N/A,Clear sky,39.8,27.8,3,26.95,68.11,120.16,247.0
Mirpur Khas,Sindh,Pakistan,25.5251,69.0159,18000,2024-09-20 08:53:29,01:19,13:30,40.1,40.8,40.8,1000.0,24,15.7,10,0,16,4.3,239,N/A,Clear sky,38.7,26.0,4,34.18,80.98,154.5,277.04
Nawabshah,Sindh,Pakistan,26.2483,68.4096,18000,2024-09-20 08:53:30,01:19,13:30,40.1,51.4,51.4,998.0,45,25.9,9,0,16,2.6,152,N/A,Clear sky,40.0,26.5,3,23.71,67.41,107.29,223.64
Peshawar,Khyber Pakhtunkhwa,Pakistan,34.008,71.5785,18000,2024-09-20 08:53:06,01:01,13:13,34.5,32.3,32.3,896.0,19,7.6,8,0,16,2.6,78,N/A,Haze,38.9,23.0,5,48.28,66.12,243.19,867.84
Mardan,Khyber Pakhtunkhwa,Pakistan,34.2019,72.0525,18000,2024-09-20 08:53:30,01:01,13:13,36.5,35.9,35.9,966.0,26,14.0,8,0,16,2.2,106,N/A,Haze,35.5,21.7,5,84.42,107.24,246.05,787.74
Abbottabad,Khyber Pakhtunkhwa,Pakistan,34.1469,73.2145,18000,2024-09-20 08:53:31,00:55,13:07,30.6,30.5,30.5,899.0,41,15.6,7,0,16,2.7,218,N/A,Clear sky,28.5,19.3,5,36.77,49.61,200.27,520.71
Mingora,Khyber Pakhtunkhwa,Pakistan,34.7758,72.3625,18000,2024-09-20 08:53:31,01:01,13:13,31.3,30.2,30.2,881.0,32,12.5,7,0,16,2.2,206,N/A,Haze,35.5,13.2,3,11.45,17.45,120.16,213.62
Kohat,Khyber Pakhtunkhwa,Pakistan,33.582,71.4493,18000,2024-09-20 08:53:31,01:01,13:13,35.8,34.4,34.4,926.0,23,11.6,8,0,16,2.6,137,N/A,Haze,38.7,21.8,4,28.29,42.77,163.08,407.22
Dera Ismail Khan,Khyber Pakhtunkhwa,Pakistan,31.8327,70.9024,18000,2024-09-20 08:53:32,01:01,13:13,40.5,40.0,40.0,982.0,20,13.3,8,0,16,1.3,31,N/A,Haze,39.8,26.7,5,53.23,90.21,181.68,507.36
Quetta,Balochistan,Pakistan,30.199,67.0097,18000,2024-09-20 08:53:32,01:01,13:13,32.0,29.8,29.8,832.0,9,-4.8,9,0,16,3.4,309,N/A,Haze,32.1,20.3,3,8.91,20.54,117.3,201.94
Gwadar,Balochistan,Pakistan,25.1216,62.3254,18000,2024-09-20 08:53:32,01:46,13:57,34.3,37.9,37.9,1003.0,47,21.1,10,0,16,4.8,176,N/A,Clear sky,30.4,27.5,3,18.08,79.34,70.81,223.64
Khuzdar,Balochistan,Pakistan,27.7384,66.6434,18000,2024-09-20 08:53:33,01:19,13:30,33.6,31.1,31.1,853.0,9,-4.3,9,0,16,3.1,55,N/A,Clear sky,35.4,22.0,3,10.81,28.31,117.3,186.92
Sibi,Balochistan,Pakistan,29.5448,67.8764,18000,2024-09-20 08:49:14,01:01,13:13,40.6,39.2,39.2,984.0,17,10.9,9,0,16,2.5,154,N/A,Haze,41.1,28.8,3,31.49,87.09,125.89,253.68
Turbat,Balochistan,Pakistan,26.0023,63.044,18000,2024-09-20 08:53:33,01:45,13:55,38.2,39.7,39.7,986.0,30,17.4,10,0,16,3.0,207,N/A,Clear sky,36.9,24.9,4,27.85,113.58,94.41,211.95
Zhob,Balochistan,Pakistan,31.3411,69.4481,18000,2024-09-20 08:53:34,01:01,13:13,33.8,31.5,31.5,808.0,17,5.2,8,0,16,2.1,352,N/A,Haze,35.1,19.7,3,9.45,21.51,113.01,208.62
Muzaffarabad,Azad Jammu and Kashmir,Pakistan,34.37,73.4711,18000,2024-09-20 08:53:34,00:55,13:07,29.1,28.8,28.8,864.0,41,14.4,7,0,16,2.9,254,N/A,Clear sky,33.7,19.5,3,12.68,16.09,115.87,247.0
Mirpur,Azad Jammu and Kashmir,Pakistan,33.1489,73.7552,18000,2024-09-20 08:53:34,00:55,13:07,34.6,35.1,35.1,955.0,35,17.0,8,0,16,2.0,152,N/A,Clear sky,35.0,25.1,5,103.22,124.53,203.13,787.74
Rawalakot,Azad Jammu and Kashmir,Pakistan,33.858,73.7604,18000,2024-09-20 08:53:34,00:55,13:07,28.8,28.2,28.2,850.0,38,12.9,8,0,16,2.4,214,N/A,Clear sky,28.1,17.3,3,6.79,8.29,100.14,260.35
Kotli,Azad Jammu and Kashmir,Pakistan,33.5167,73.9167,18000,2024-09-20 08:53:35,00:55,13:07,32.1,32.3,32.3,926.0,40,16.8,8,0,16,1.8,215,N/A,Clear sky,29.8,20.1,5,58.89,68.64,191.69,587.46
Bhimber,Azad Jammu and Kashmir,Pakistan,32.9753,74.076,18000,2024-09-20 08:53:35,00:49,13:01,36.0,37.1,37.1,973.0,34,17.5,8,0,16,2.5,138,N/A,Smoke,35.1,23.3,5,94.46,113.66,180.24,674.25
Bagh,Azad Jammu and Kashmir,Pakistan,22.3667,74.7667,19800,2024-09-20 08:53:35,00:45,12:55,31.1,35.2,35.2,974.0,61,22.6,9,0,16,5.5,274,N/A,Clear sky,34.2,25.2,2,13.82,24.64,85.83,253.68
Gilgit,Gilgit-Baltistan,Pakistan,35.9221,74.3087,18000,2024-09-20 08:53:36,00:55,13:07,16.1,16.1,16.1,666.0,21,-6.1,7,0,16,2.0,155,N/A,Clear sky,25.0,12.4,3,6.03,10.27,111.58,163.56
Skardu,Gilgit-Baltistan,Pakistan,35.2885,75.6333,18000,2024-09-20 08:53:36,00:49,13:01,17.5,17.5,17.5,676.0,29,-0.9,3,83,16,2.5,323,N/A,Broken clouds,17.2,7.6,3,4.39,6.43,103.0,203.61
Chilas,Gilgit-Baltistan,Pakistan,35.4117,74.1035,18000,2024-09-20 08:53:36,00:55,13:07,27.7,26.4,26.4,772.0,15,-1.6,7,0,16,1.9,71,N/A,Clear sky,29.5,17.0,3,4.63,7.68,105.86,165.22
Biratnagar,Province No. 1,Nepal,26.4831,87.2834,20700,2024-09-20 08:53:37,00:06,12:17,36.0,42.5,42.5,992.0,49,23.5,7,0,16,3.4,272,N/A,Light rain,36.9,26.8,4,68.22,76.51,100.14,574.11
Dharan,Province No. 1,Nepal,26.8125,87.2835,20700,2024-09-20 08:53:37,00:06,12:17,35.3,42.1,42.1,982.0,52,23.8,7,0,16,2.0,225,N/A,Light rain,34.2,25.9,1,8.27,10.08,54.36,337.12
Birtamod,Province No. 1,Nepal,26.6432,87.9919,20700,2024-09-20 08:53:38,23:50,12:01,36.4,42.6,42.6,991.0,47,23.3,7,0,16,1.9,252,N/A,Clear sky,37.5,25.1,2,13.09,15.38,65.8,360.49
Damak,Province No. 1,Nepal,26.6597,87.6973,20700,2024-09-20 08:53:38,23:50,12:01,36.5,43.3,43.3,992.0,48,23.5,7,0,16,2.4,260,N/A,Clear sky,37.2,24.6,3,34.82,46.32,61.51,540.73
Inaruwa,Province No. 1,Nepal,26.6011,87.1488,20700,2024-09-20 08:53:38,00:06,12:17,36.0,42.5,42.5,992.0,49,23.5,7,0,16,3.4,272,N/A,Light rain,36.6,26.7,3,25.25,28.47,82.25,420.57
Dhankuta,Province No. 1,Nepal,26.9833,87.3333,20700,2024-09-20 08:53:39,00:06,12:17,28.1,30.7,30.7,882.0,70,21.9,7,0,16,2.2,182,N/A,Light rain,30.1,20.6,1,8.27,10.08,54.36,337.12
Ilam,Province No. 1,Nepal,26.9167,87.9167,20700,2024-09-20 08:53:39,23:50,12:01,28.3,30.3,30.3,872.0,64,20.8,7,0,16,2.4,210,N/A,Clear sky,29.6,23.8,2,14.81,23.43,61.51,407.22
Duhabi,Province No. 1,Nepal,26.5683,87.2805,20700,2024-09-20 08:53:39,00:06,12:17,36.0,42.5,42.5,992.0,49,23.5,7,0,16,3.4,272,N/A,Light rain,37.3,27.1,4,68.22,76.51,100.14,574.11
Janakpur,Province No. 2,Nepal,26.7183,85.9065,20700,2024-09-20 08:53:40,00:06,12:17,35.9,41.4,41.4,992.0,47,22.6,8,0,16,3.3,287,N/A,Light rain,36.0,27.1,4,56.57,62.33,103.0,467.3
Birgunj,Province No. 2,Nepal,27.0104,84.8774,20700,2024-09-20 08:53:40,00:06,12:17,35.4,41.1,41.1,992.0,49,22.9,8,0,16,4.1,283,N/A,Light rain,35.5,26.6,4,52.7,58.06,91.55,453.95
Rajbiraj,Province No. 2,Nepal,26.5333,86.75,20700,2024-09-20 08:53:40,00:06,12:17,36.0,42.1,42.1,992.0,48,23.0,8,0,16,3.5,290,N/A,Light rain,36.2,27.1,4,63.26,69.51,113.01,500.68
Gaur,Province No. 2,Nepal,26.7667,85.2667,20700,2024-09-20 08:53:40,00:06,12:17,36.1,41.1,41.1,993.0,45,22.3,8,0,16,4.0,283,N/A,Light rain,35.5,26.9,4,60.04,66.02,114.44,467.3
Kalaiya,Province No. 2,Nepal,27.0327,85.0022,20700,2024-09-20 08:53:41,00:06,12:17,35.4,41.1,41.1,992.0,49,22.9,8,0,16,4.1,283,N/A,Light rain,35.4,26.5,4,57.74,63.43,100.14,467.3
Lahan,Province No. 2,Nepal,26.7296,86.4951,20700,2024-09-20 08:53:41,00:06,12:17,35.4,41.1,41.1,988.0,49,23.0,7,0,16,3.1,279,N/A,Light rain,35.9,26.5,3,43.57,47.38,104.43,480.65
Siraha,Province No. 2,Nepal,26.6541,86.2087,20700,2024-09-20 08:53:41,00:06,12:17,35.8,41.6,41.6,991.0,48,22.8,8,0,16,3.3,283,N/A,Light rain,35.8,27.3,4,55.92,61.35,97.28,494.0
Malangwa,Province No. 2,Nepal,26.8568,85.5581,20700,2024-09-20 08:53:42,00:06,12:17,36.2,41.3,41.3,992.0,45,22.3,8,0,16,3.9,284,N/A,Light rain,35.6,27.0,4,52.99,57.95,101.57,453.95
Jaleshwar,Province No. 2,Nepal,26.6471,85.8008,20700,2024-09-20 08:53:42,00:06,12:17,36.1,41.5,41.5,992.0,46,22.4,8,0,16,3.7,284,N/A,Light rain,35.9,27.2,4,56.57,62.33,103.0,467.3
Simara,Province No. 2,Nepal,27.165,84.9787,20700,2024-09-20 08:53:42,00:06,12:17,33.7,40.4,40.4,982.0,58,24.2,3,87,16,3.7,249,N/A,Light rain,35.1,25.8,4,52.7,58.06,91.55,453.95
Kathmandu,Bagmati Province,Nepal,27.7167,85.3167,20700,2024-09-20 08:51:30,00:06,12:17,26.0,26.6,26.6,869.7,73,20.8,5,50,16,3.6,210,N/A,Light rain,29.4,19.5,2,5.81,7.71,71.53,353.81
Lalitpur,Bagmati Province,Nepal,27.6667,85.3333,20700,2024-09-20 08:53:43,00:06,12:17,26.0,26.6,26.6,869.7,73,20.8,3,92,16,3.6,210,N/A,Light rain,29.4,19.5,2,5.81,7.71,71.53,353.81
Bhaktapur,Bagmati Province,Nepal,27.6833,85.4167,20700,2024-09-20 08:53:43,00:06,12:17,26.0,26.6,26.6,869.7,73,20.8,2,100,16,3.6,210,N/A,Light rain,28.7,19.0,2,12.5,14.92,90.84,410.56
Hetauda,Bagmati Province,Nepal,27.4284,85.0322,20700,2024-09-20 08:53:44,00:06,12:17,33.7,40.4,40.4,982.0,58,24.2,2,100,16,3.7,249,N/A,Moderate rain,32.2,25.0,3,26.84,34.14,52.93,447.27
Bharatpur,Bagmati Province,Nepal,27.2167,77.4833,19800,2024-09-20 08:52:25,00:39,12:50,32.4,35.8,35.8,981.0,53,21.4,9,0,16,1.4,205,N/A,Clear sky,31.5,23.8,3,47.06,50.75,127.32,554.09
Banepa,Bagmati Province,Nepal,27.6298,85.5214,20700,2024-09-20 08:53:44,00:06,12:17,26.0,26.6,26.6,869.7,73,20.8,3,95,16,3.6,210,N/A,Light rain,29.1,18.7,2,12.5,14.92,90.84,410.56
Kirtipur,Bagmati Province,Nepal,27.6667,85.2833,20700,2024-09-20 08:53:44,00:06,12:17,26.0,26.6,26.6,869.7,73,20.8,3,86,16,3.6,210,N/A,Light rain,29.4,19.5,2,5.81,7.71,71.53,353.81
